"City","Region","Population","Country","city_country"
"Hawassa","Sidama","555,480","Ethiopia","Hawassa, Ethiopia"
"Dire Dawa","Dire Dawa","535,000","Ethiopia","Dire Dawa, Ethiopia"
"Gondar","Amhara","465,973","Ethiopia","Gondar, Ethiopia"
"Mekelle","Tigray","457,917","Ethiopia","Mekelle, Ethiopia"
"Adama","Oromia","456,868","Ethiopia","Adama, Ethiopia"
"Bahir Dar","Amhara","455,901","Ethiopia","Bahir Dar, Ethiopia"
"Dessie","Amhara","307,638","Ethiopia","Dessie, Ethiopia"
"Harar","Harari","276,000","Ethiopia","Harar, Ethiopia"
"Jimma","Oromia","250,909","Ethiopia","Jimma, Ethiopia"
"Shashamane","Oromia","208,368","Ethiopia","Shashamane, Ethiopia"
"Bishoftu","Oromia","207,383","Ethiopia","Bishoftu, Ethiopia"
"Sodo","Southern","204,121","Ethiopia","Sodo, Ethiopia"
"Arba Minch","Southern","201,049","Ethiopia","Arba Minch, Ethiopia"
"Jijiga","Somali","198,000","Ethiopia","Jijiga, Ethiopia"
"Hosaena","Central","188,192","Ethiopia","Hosaena, Ethiopia"
"Kombolcha","Amhara","164,140","Ethiopia","Kombolcha, Ethiopia"
"Dila","Southern","158,795","Ethiopia","Dila, Ethiopia"
"Nekemte","Oromia","156,004","Ethiopia","Nekemte, Ethiopia"
"Debre Birhan","Amhara","146,918","Ethiopia","Debre Birhan, Ethiopia"
"Debre Markos","Amhara","140,699","Ethiopia","Debre Markos, Ethiopia"
"Asella","Oromia","139,537","Ethiopia","Asella, Ethiopia"
"Debre Tabor","Amhara","125,312","Ethiopia","Debre Tabor, Ethiopia"
"Burayu","Oromia","122,397","Ethiopia","Burayu, Ethiopia"
"Adigrat","Tigray","121,776","Ethiopia","Adigrat, Ethiopia"
"Weldiya","Amhara","104,005","Ethiopia","Weldiya, Ethiopia"
"Shire Inda Slasse","Tigray","100,079","Ethiopia","Shire Inda Slasse, Ethiopia"
"Suva","Rewa,Naitasiri","185,913","Fiji","Suva, Fiji"
"Helsinki","Uusimaa","674,963","Finland","Helsinki, Finland"
"Espoo","Uusimaa","314,152","Finland","Espoo, Finland"
"Tampere","Pirkanmaa","255,066","Finland","Tampere, Finland"
"Vantaa","Uusimaa","247,447","Finland","Vantaa, Finland"
"Oulu","North Ostrobothnia","214,651","Finland","Oulu, Finland"
"Turku","Southwest Finland","201,889","Finland","Turku, Finland"
"Jyväskylä","Central Finland","147,821","Finland","Jyväskylä, Finland"
"Kuopio","Northern Savonia","124,011","Finland","Kuopio, Finland"
"Lahti","Päijänne Tavastia","120,693","Finland","Lahti, Finland"
"Aix-en-Provence","Provence-Alpes-Côte d'Azur","147,478","France","Aix-en-Provence, France"
"Amiens","Hauts-de-France","133,625","France","Amiens, France"
"Angers","Pays de la Loire","157,175","France","Angers, France"
"Annecy","Auvergne-Rhône-Alpes","131,715","France","Annecy, France"
"Argenteuil","Île-de-France","107,221","France","Argenteuil, France"
"Besançon","Bourgogne-Franche-Comté","119,198","France","Besançon, France"
"Bordeaux","Nouvelle-Aquitaine","261,804","France","Bordeaux, France"
"Boulogne-Billancourt","Île-de-France","119,808","France","Boulogne-Billancourt, France"
"Brest","Brittany","139,619","France","Brest, France"
"Caen","Normandy","108,200","France","Caen, France"
"Clermont-Ferrand","Auvergne-Rhône-Alpes","147,327","France","Clermont-Ferrand, France"
"Dijon","Bourgogne-Franche-Comté","159,346","France","Dijon, France"
"Grenoble","Auvergne-Rhône-Alpes","157,477","France","Grenoble, France"
"Le Havre","Normandy","166,058","France","Le Havre, France"
"Lille","Hauts-de-France","236,710","France","Lille, France"
"Limoges","Nouvelle-Aquitaine","129,760","France","Limoges, France"
"Lyon","Auvergne-Rhône-Alpes","522,250","France","Lyon, France"
"Le Mans","Pays de la Loire","145,004","France","Le Mans, France"
"Marseille","Provence-Alpes-Côte d'Azur","873,076","France","Marseille, France"
"Metz","Grand Est","120,874","France","Metz, France"
"Montpellier","Occitania","302,454","France","Montpellier, France"
"Montreuil","Île-de-France","111,455","France","Montreuil, France"
"Mulhouse","Grand Est","106,341","France","Mulhouse, France"
"Nancy","Grand Est","104,260","France","Nancy, France"
"Nantes","Pays de la Loire","323,204","France","Nantes, France"
"Nice","Provence-Alpes-Côte d'Azur","348,085","France","Nice, France"
"Nîmes","Occitania","148,104","France","Nîmes, France"
"Orléans","Centre-Val de Loire","116,617","France","Orléans, France"
"Paris","Île-de-France","2,133,111","France","Paris, France"
"Perpignan","Occitania","119,656","France","Perpignan, France"
"Reims","Grand Est","179,380","France","Reims, France"
"Rennes","Brittany","225,081","France","Rennes, France"
"Rouen","Normandy","114,083","France","Rouen, France"
"Saint-Denis","Île-de-France","113,942","France","Saint-Denis, France"
"Saint-Étienne","Auvergne-Rhône-Alpes","172,718","France","Saint-Étienne, France"
"Strasbourg","Grand Est","291,313","France","Strasbourg, France"
"Toulon","Provence-Alpes-Côte d'Azur","180,452","France","Toulon, France"
"Toulouse","Occitania","504,078","France","Toulouse, France"
"Tours","Centre-Val de Loire","137,658","France","Tours, France"
"Villeurbanne","Auvergne-Rhône-Alpes","156,928","France","Villeurbanne, France"
"Libreville","Estuaire","703,940","Gabon","Libreville, Gabon"
"Port-Gentil","Ogooué-Maritime","136,462","Gabon","Port-Gentil, Gabon"
"Franceville","Haut-Ogooué","110,568","Gabon","Franceville, Gabon"
"Tbilisi","Tbilisi","1,241,709","Georgia","Tbilisi, Georgia"
"Batumi","Adjara","179,185","Georgia","Batumi, Georgia"
"Rustavi","Kvemo Kartli","132,333","Georgia","Rustavi, Georgia"
"Kutaisi","Imereti","130,411","Georgia","Kutaisi, Georgia"
"Aachen","North Rhine-Westphalia","245,900","Germany","Aachen, Germany"
"Augsburg","Bavaria","286,400","Germany","Augsburg, Germany"
"Bergisch Gladbach","North Rhine-Westphalia","111,400","Germany","Bergisch Gladbach, Germany"
"Berlin","Berlin","3,520,000","Germany","Berlin, Germany"
"Bielefeld","North Rhine-Westphalia","333,000","Germany","Bielefeld, Germany"
"Bochum","North Rhine-Westphalia","364,700","Germany","Bochum, Germany"
"Bonn","North Rhine-Westphalia","318,800","Germany","Bonn, Germany"
"Bottrop","North Rhine-Westphalia","117,100","Germany","Bottrop, Germany"
"Braunschweig","Lower Saxony","251,400","Germany","Braunschweig, Germany"
"Bremen","Bremen","557,500","Germany","Bremen, Germany"
"Bremerhaven","Bremen","114,000","Germany","Bremerhaven, Germany"
"Chemnitz","Saxony","248,600","Germany","Chemnitz, Germany"
"Cologne","North Rhine-Westphalia","1,060,600","Germany","Cologne, Germany"
"Darmstadt","Hesse","155,400","Germany","Darmstadt, Germany"
"Dortmund","North Rhine-Westphalia","586,200","Germany","Dortmund, Germany"
"Dresden","Saxony","543,800","Germany","Dresden, Germany"
"Duisburg","North Rhine-Westphalia","491,200","Germany","Duisburg, Germany"
"Düsseldorf","North Rhine-Westphalia","612,200","Germany","Düsseldorf, Germany"
"Erfurt","Thuringia","210,100","Germany","Erfurt, Germany"
"Erlangen","Bavaria","108,300","Germany","Erlangen, Germany"
"Essen","North Rhine-Westphalia","582,600","Germany","Essen, Germany"
"Frankfurt","Hesse","732,700","Germany","Frankfurt, Germany"
"Freiburg im Breisgau","Baden-Württemberg","226,400","Germany","Freiburg im Breisgau, Germany"
"Fürth","Bavaria","124,200","Germany","Fürth, Germany"
"Gelsenkirchen","North Rhine-Westphalia","260,400","Germany","Gelsenkirchen, Germany"
"Göttingen","Lower Saxony","119,000","Germany","Göttingen, Germany"
"Hagen","North Rhine-Westphalia","189,000","Germany","Hagen, Germany"
"Halle","Saxony-Anhalt","237,000","Germany","Halle, Germany"
"Hamburg","Hamburg","1,747,400","Germany","Hamburg, Germany"
"Hamm","North Rhine-Westphalia","179,400","Germany","Hamm, Germany"
"Hanover","Lower Saxony","532,200","Germany","Hanover, Germany"
"Heidelberg","Baden-Württemberg","156,300","Germany","Heidelberg, Germany"
"Heilbronn","Baden-Württemberg","122,600","Germany","Heilbronn, Germany"
"Herne","North Rhine-Westphalia","155,900","Germany","Herne, Germany"
"Hildesheim","Lower Saxony","101,700","Germany","Hildesheim, Germany"
"Ingolstadt","Bavaria","132,400","Germany","Ingolstadt, Germany"
"Jena","Thuringia","109,500","Germany","Jena, Germany"
"Karlsruhe","Baden-Württemberg","307,800","Germany","Karlsruhe, Germany"
"Kassel","Hesse","198,000","Germany","Kassel, Germany"
"Kiel","Schleswig-Holstein","246,300","Germany","Kiel, Germany"
"Koblenz","Rhineland-Palatinate","112,600","Germany","Koblenz, Germany"
"Krefeld","North Rhine-Westphalia","225,100","Germany","Krefeld, Germany"
"Leipzig","Saxony","560,500","Germany","Leipzig, Germany"
"Leverkusen","North Rhine-Westphalia","163,500","Germany","Leverkusen, Germany"
"Lübeck","Schleswig-Holstein","216,300","Germany","Lübeck, Germany"
"Ludwigshafen","Rhineland-Palatinate","164,700","Germany","Ludwigshafen, Germany"
"Magdeburg","Saxony-Anhalt","235,700","Germany","Magdeburg, Germany"
"Mainz","Rhineland-Palatinate","209,800","Germany","Mainz, Germany"
"Mannheim","Baden-Württemberg","305,800","Germany","Mannheim, Germany"
"Moers","North Rhine-Westphalia","104,500","Germany","Moers, Germany"
"Mönchengladbach","North Rhine-Westphalia","260,000","Germany","Mönchengladbach, Germany"
"Mülheim","North Rhine-Westphalia","169,300","Germany","Mülheim, Germany"
"Munich","Bavaria","1,450,400","Germany","Munich, Germany"
"Münster","North Rhine-Westphalia","310,000","Germany","Münster, Germany"
"Neuss","North Rhine-Westphalia","155,400","Germany","Neuss, Germany"
"Nuremberg","Bavaria","510,000","Germany","Nuremberg, Germany"
"Oberhausen","North Rhine-Westphalia","211,000","Germany","Oberhausen, Germany"
"Offenbach am Main","Hesse","211,000","Germany","Offenbach am Main, Germany"
"Oldenburg","Lower Saxony","163,800","Germany","Oldenburg, Germany"
"Osnabrück","Lower Saxony","162,400","Germany","Osnabrück, Germany"
"Paderborn","North Rhine-Westphalia","148,100","Germany","Paderborn, Germany"
"Pforzheim","Baden-Württemberg","122,200","Germany","Pforzheim, Germany"
"Potsdam","Brandenburg","167,700","Germany","Potsdam, Germany"
"Recklinghausen","North Rhine-Westphalia","114,300","Germany","Recklinghausen, Germany"
"Regensburg","Bavaria","145,500","Germany","Regensburg, Germany"
"Remscheid","North Rhine-Westphalia","109,500","Germany","Remscheid, Germany"
"Reutlingen","Baden-Württemberg","114,310","Germany","Reutlingen, Germany"
"Rostock","Mecklenburg-Vorpommern","206,000","Germany","Rostock, Germany"
"Saarbrücken","Saarland","178,200","Germany","Saarbrücken, Germany"
"Salzgitter","Lower Saxony","101,100","Germany","Salzgitter, Germany"
"Siegen","North Rhine-Westphalia","102,400","Germany","Siegen, Germany"
"Solingen","North Rhine-Westphalia","158,700","Germany","Solingen, Germany"
"Stuttgart","Baden-Württemberg","623,700","Germany","Stuttgart, Germany"
"Trier","Rhineland-Palatinate","114,900","Germany","Trier, Germany"
"Ulm","Baden-Württemberg","122,636","Germany","Ulm, Germany"
"Wiesbaden","Hesse","276,200","Germany","Wiesbaden, Germany"
"Wolfsburg","Lower Saxony","124,000","Germany","Wolfsburg, Germany"
"Wuppertal","North Rhine-Westphalia","350,000","Germany","Wuppertal, Germany"
"Würzburg","Bavaria","124,900","Germany","Würzburg, Germany"
"Accra","Greater Accra","1,594,400","Ghana","Accra, Ghana"
"Ashaiman","Greater Accra","191,000","Ghana","Ashaiman, Ghana"
"Koforidua","Eastern","122,300","Ghana","Koforidua, Ghana"
"Kumasi","Ashanti","1,730,200","Ghana","Kumasi, Ghana"
"Madina","Greater Accra","111,900","Ghana","Madina, Ghana"
"Obuasi","Ashanti","168,600","Ghana","Obuasi, Ghana"
"Tamale","Northern","223,300","Ghana","Tamale, Ghana"
"Tema","Greater Accra","292,700","Ghana","Tema, Ghana"
"Athens","Attica","643,452","Greece","Athens, Greece"
"Patras","Western Greece","169,886","Greece","Patras, Greece"
"Heraklion","Crete","145,440","Greece","Heraklion, Greece"
"Larissa","Thessaly","146,377","Greece","Larissa, Greece"
"Piraeus","Attica","168,151","Greece","Piraeus, Greece"
"Volos","Thessaly","139,670","Greece","Volos, Greece"
"Peristeri","Attica","133,630","Greece","Peristeri, Greece"
"Thessaloniki","Central Macedonia","309,617","Greece","Thessaloniki, Greece"
"Ciudad de Guatemala","Guatemala","1,022,000","Guatemala","Ciudad de Guatemala, Guatemala"
"Escuintla","Escuintla","114,600","Guatemala","Escuintla, Guatemala"
"Mixco","Guatemala","452,100","Guatemala","Mixco, Guatemala"
"Quetzaltenango","Quetzaltenango","152,200","Guatemala","Quetzaltenango, Guatemala"
"Villa Nueva","Guatemala","390,300","Guatemala","Villa Nueva, Guatemala"
"Conakry","Conakry","1,660,973","Guinea","Conakry, Guinea"
"Nzérékoré","Nzérékoré","195,027","Guinea","Nzérékoré, Guinea"
"Kankan","Kankan","190,722","Guinea","Kankan, Guinea"
"Manéah","Kindia","167,354","Guinea","Manéah, Guinea"
"Dubréka","Kindia","157,017","Guinea","Dubréka, Guinea"
"Kindia","Kindia","138,695","Guinea","Kindia, Guinea"
"Siguiri","Kankan","127,492","Guinea","Siguiri, Guinea"
"Bissau","Bissau","387,909","Guinea-Bissau","Bissau, Guinea-Bissau"
"Georgetown","Demerara-Mahaica","118,369","Guyana","Georgetown, Guyana"
"Cap-Haitien","Nord","113,600","Haiti","Cap-Haitien, Haiti"
"Carrefour","Ouest","336,200","Haiti","Carrefour, Haiti"
"Delmas","Ouest","284,100","Haiti","Delmas, Haiti"
"Port-au-Prince","Ouest","990,600","Haiti","Port-au-Prince, Haiti"
"Catacamas","Olancho","117,500","Honduras","Catacamas, Honduras"
"Choloma","Cortés","231,700","Honduras","Choloma, Honduras"
"Choluteca","Choluteca","152,500","Honduras","Choluteca, Honduras"
"Comayagua","Comayagua","144,800","Honduras","Comayagua, Honduras"
"Danlí","El Paraíso","195,900","Honduras","Danlí, Honduras"
"El Progreso","Yoro","188,400","Honduras","El Progreso, Honduras"
"Juticalpa","Olancho","124,800","Honduras","Juticalpa, Honduras"
"La Ceiba","Atlántida","197,300","Honduras","La Ceiba, Honduras"
"Olanchito","Yoro","104,600","Honduras","Olanchito, Honduras"
"Puerto Cortés","Cortés","122,400","Honduras","Puerto Cortés, Honduras"
"San Pedro Sula","Cortés","719,100","Honduras","San Pedro Sula, Honduras"
"Tegucigalpa","Francisco Morazán","1,157,500","Honduras","Tegucigalpa, Honduras"
"Villanueva","Cortés","150,000","Honduras","Villanueva, Honduras"
"Budapest","Central Hungary","1,671,004","Hungary","Budapest, Hungary"
"Debrecen","Northern Great Plain","201,582","Hungary","Debrecen, Hungary"
"Győr","Western Transdanubia","130,020","Hungary","Győr, Hungary"
"Kecskemét","Southern Great Plain","109,731","Hungary","Kecskemét, Hungary"
"Miskolc","Northern Hungary","145,248","Hungary","Miskolc, Hungary"
"Nyíregyháza","Northern Great Plain","115,711","Hungary","Nyíregyháza, Hungary"
"Pécs","Southern Transdanubia","141,031","Hungary","Pécs, Hungary"
"Szeged","Southern Great Plain","158,829","Hungary","Szeged, Hungary"
"Reykjavík","Capital","136,894","Iceland","Reykjavík, Iceland"
"Abohar","Punjab","145,300","India","Abohar, India"
"Achalpur","Maharashtra","112,300","India","Achalpur, India"
"Adilabad","Telangana","117,200","India","Adilabad, India"
"Adityapur","Jharkhand","174,400","India","Adityapur, India"
"Adoni","Andhra Pradesh","184,600","India","Adoni, India"
"Agartala","Tripura","400,000","India","Agartala, India"
"Agra","Uttar Pradesh","1,585,700","India","Agra, India"
"Ahmadabad","Gujarat","5,633,900","India","Ahmadabad, India"
"Ahmadnagar","Maharashtra","350,900","India","Ahmadnagar, India"
"Aizawl","Mizoram","293,400","India","Aizawl, India"
"Ajmer","Rajasthan","542,300","India","Ajmer, India"
"Akbarpur","Uttar Pradesh","111,400","India","Akbarpur, India"
"Akola","Maharashtra","425,800","India","Akola, India"
"Alandur","Tamil Nadu","164,400","India","Alandur, India"
"Alappuzha","Kerala","174,164","India","Alappuzha, India"
"Aligarh","Uttar Pradesh","874,400","India","Aligarh, India"
"Allahabad","Uttar Pradesh","1,168,400","India","Allahabad, India"
"Alwar","Rajasthan","322,600","India","Alwar, India"
"Ambala","Haryana","195,100","India","Ambala, India"
"Ambala Sadar","Haryana","105,000","India","Ambala Sadar, India"
"Ambarnath","Maharashtra","253,500","India","Ambarnath, India"
"Ambattur","Tamil Nadu","466,200","India","Ambattur, India"
"Ambikapur","Chhattisgarh","121,000","India","Ambikapur, India"
"Ambur","Tamil Nadu","114,600","India","Ambur, India"
"Amravati","Maharashtra","647,100","India","Amravati, India"
"Amreli","Gujarat","118,000","India","Amreli, India"
"Amritsar","Punjab","1,159,200","India","Amritsar, India"
"Amroha","Uttar Pradesh","198,500","India","Amroha, India"
"Anand","Gujarat","209,400","India","Anand, India"
"Anantapur","Andhra Pradesh","267,200","India","Anantapur, India"
"Anantnag","Jammu and Kashmir","150,600","India","Anantnag, India"
"Arrah","Bihar","261,400","India","Arrah, India"
"Asansol","West Bengal","563,900","India","Asansol, India"
"Ashoknagar Kalyangarh","West Bengal","121,600","India","Ashoknagar Kalyangarh, India"
"Aurangabad, Bihar","Bihar","102,200","India","Aurangabad, Bihar, India"
"Aurangabad, Maharashtra","Maharashtra","1,175,100","India","Aurangabad, Maharashtra, India"
"Avadi","Tamil Nadu","346,000","India","Avadi, India"
"Azamgarh","Uttar Pradesh","111,000","India","Azamgarh, India"
"Badlapur","Maharashtra","174,200","India","Badlapur, India"
"Bagaha","Bihar","112,600","India","Bagaha, India"
"Bagalkot","Karnataka","111,900","India","Bagalkot, India"
"Bahadurgarh","Haryana","170,800","India","Bahadurgarh, India"
"Baharampur","West Bengal","195,200","India","Baharampur, India"
"Bahraich","Uttar Pradesh","186,200","India","Bahraich, India"
"Baidyabati","West Bengal","121,100","India","Baidyabati, India"
"Baleshwar","Odisha","144,300","India","Baleshwar, India"
"Ballia","Uttar Pradesh","104,400","India","Ballia, India"
"Bally","West Bengal","113,000","India","Bally, India"
"Balurghat","West Bengal","153,300","India","Balurghat, India"
"Banda","Uttar Pradesh","160,500","India","Banda, India"
"Bankura","West Bengal","137,400","India","Bankura, India"
"Bansberia","West Bengal","103,900","India","Bansberia, India"
"Banswara","Rajasthan","101,000","India","Banswara, India"
"Baran","Rajasthan","118,000","India","Baran, India"
"Baranagar","West Bengal","245,200","India","Baranagar, India"
"Barasat","West Bengal","278,400","India","Barasat, India"
"Baraut","Uttar Pradesh","103,800","India","Baraut, India"
"Barddhaman","West Bengal","314,300","India","Barddhaman, India"
"Bareilly","Uttar Pradesh","904,800","India","Bareilly, India"
"Baripada","Odisha","116,800","India","Baripada, India"
"Barnala","Punjab","116,400","India","Barnala, India"
"Barrackpur","West Bengal","152,800","India","Barrackpur, India"
"Barshi","Maharashtra","118,700","India","Barshi, India"
"Basirhat","West Bengal","125,300","India","Basirhat, India"
"Basti","Uttar Pradesh","114,700","India","Basti, India"
"Batala","Punjab","158,600","India","Batala, India"
"Bathinda","Punjab","285,800","India","Bathinda, India"
"Beawar","Rajasthan","151,200","India","Beawar, India"
"Begusarai","Bihar","252,000","India","Begusarai, India"
"Belgaum","Karnataka","490,000","India","Belgaum, India"
"Bellary","Karnataka","410,400","India","Bellary, India"
"Bettiah","Bihar","132,200","India","Bettiah, India"
"Betul","Madhya Pradesh","103,300","India","Betul, India"
"Bhadrak","Odisha","121,300","India","Bhadrak, India"
"Bhadravati","Karnataka","151,000","India","Bhadravati, India"
"Bhadreswar","West Bengal","101,500","India","Bhadreswar, India"
"Bhagalpur","Bihar","400,100","India","Bhagalpur, India"
"Bhalswa Jahangir Pur","Delhi","197,100","India","Bhalswa Jahangir Pur, India"
"Bharatpur","Rajasthan","252,800","India","Bharatpur, India"
"Bharuch","Gujarat","169,000","India","Bharuch, India"
"Bhatpara","West Bengal","386,019","India","Bhatpara, India"
"Bhavnagar","Gujarat","605,900","India","Bhavnagar, India"
"Bhilai Nagar","Chhattisgarh","627,700","India","Bhilai Nagar, India"
"Bhilwara","Rajasthan","359,500","India","Bhilwara, India"
"Bhilmavaram","Andhra Pradesh","147,000","India","Bhilmavaram, India"
"Bhind","Madhya Pradesh","197,600","India","Bhind, India"
"Bhiwadi","Rajasthan","104,900","India","Bhiwadi, India"
"Bhiwandi","Maharashtra","709,700","India","Bhiwandi, India"
"Bhiwani","Haryana","196,100","India","Bhiwani, India"
"Bhopal","Madhya Pradesh","1,798,200","India","Bhopal, India"
"Bhubaneswar","Odisha","885,400","India","Bhubaneswar, India"
"Bhuj","Gujarat","148,800","India","Bhuj, India"
"Bhusawal","Maharashtra","187,400","India","Bhusawal, India"
"Bid","Maharashtra","146,700","India","Bid, India"
"Bidar","Karnataka","216,000","India","Bidar, India"
"Bidhan Nagar","West Bengal","215,500","India","Bidhan Nagar, India"
"Biharsharif","Bihar","297,300","India","Biharsharif, India"
"Bijapur","Karnataka","327,400","India","Bijapur, India"
"Bikaner","Rajasthan","644,400","India","Bikaner, India"
"Bilaspur","Chhattisgarh","365,600","India","Bilaspur, India"
"Bokaro Steel City","Jharkhand","414,800","India","Bokaro Steel City, India"
"Bongaon","West Bengal","108,900","India","Bongaon, India"
"Botad","Gujarat","130,300","India","Botad, India"
"Brahmapur","Odisha","356,600","India","Brahmapur, India"
"Bangalore","Karnataka","8,495,500","India","Bangalore, India"
"Budaun","Uttar Pradesh","159,300","India","Budaun, India"
"Bulandshahar","Uttar Pradesh","230,000","India","Bulandshahar, India"
"Bundi","Rajasthan","104,900","India","Bundi, India"
"Burari","Delhi","146,200","India","Burari, India"
"Burhanpur","Madhya Pradesh","210,900","India","Burhanpur, India"
"Buxar","Bihar","102,900","India","Buxar, India"
"Champdani","West Bengal","111,300","India","Champdani, India"
"Chandannagar","West Bengal","166,900","India","Chandannagar, India"
"Chandausi","Uttar Pradesh","114,400","India","Chandausi, India"
"Chandigarh","Chandigarh","970,600","India","Chandigarh, India"
"Chandrapur","Maharashtra","320,400","India","Chandrapur, India"
"Chapra","West Bengal","202,400","India","Chapra, India"
"Chas","Jharkhand","141,600","India","Chas, India"
"Chennai","Tamil Nadu","4,646,700","India","Chennai, India"
"Chhatarpur","Madhya Pradesh","142,100","India","Chhatarpur, India"
"Chhindwara","Madhya Pradesh","175,100","India","Chhindwara, India"
"Chilakaluripet","Andhra Pradesh","101,400","India","Chilakaluripet, India"
"Chitradurga","Karnataka","145,900","India","Chitradurga, India"
"Chittaurgarh","Rajasthan","116,400","India","Chittaurgarh, India"
"Chittoor","Andhra Pradesh","160,700","India","Chittoor, India"
"Churu","Rajasthan","120,200","India","Churu, India"
"Coimbatore","Tamil Nadu","1,050,700","India","Coimbatore, India"
"Cuddalore","Tamil Nadu","173,600","India","Cuddalore, India"
"Cuttack","Odisha","610,200","India","Cuttack, India"
"Dabgram","West Bengal","119,000","India","Dabgram, India"
"Dallo Pura","Delhi","154,800","India","Dallo Pura, India"
"Damoh","Madhya Pradesh","139,600","India","Damoh, India"
"Darbhanga","Bihar","296,000","India","Darbhanga, India"
"Darjiling","West Bengal","118,800","India","Darjiling, India"
"Datia","Madhya Pradesh","100,300","India","Datia, India"
"Davanagere","Karnataka","435,000","India","Davanagere, India"
"Deesa","Gujarat","111,200","India","Deesa, India"
"Dehradun","Uttarakhand","574,800","India","Dehradun, India"
"Dehri","Bihar","137,200","India","Dehri, India"
"Delhi Cantonment","Delhi","110,400","India","Delhi Cantonment, India"
"Delhi Municipal Corporation","Delhi","11,034,600","India","Delhi Municipal Corporation, India"
"Deoghar","Jharkhand","203,100","India","Deoghar, India"
"Deoli","Rajasthan","169,100","India","Deoli, India"
"Deoria","Uttar Pradesh","129,400","India","Deoria, India"
"Dewas","Madhya Pradesh","289,600","India","Dewas, India"
"Dhamtari","Chhattisgarh","101,700","India","Dhamtari, India"
"Dhanbad","Jharkhand","1,162,500","India","Dhanbad, India"
"Dharmavaram","Andhra Pradesh","121,900","India","Dharmavaram, India"
"Dhaulpur","Rajasthan","133,100","India","Dhaulpur, India"
"Dhule","Maharashtra","375,600","India","Dhule, India"
"Dibrugarh","Assam","145,500","India","Dibrugarh, India"
"Dimapur","Nagaland","122,800","India","Dimapur, India"
"Dinapur Nizamat","Bihar","182,400","India","Dinapur Nizamat, India"
"Dindigul","Tamil Nadu","207,300","India","Dindigul, India"
"Dohad","Gujarat","118,800","India","Dohad, India"
"Dum Dum","West Bengal","114,800","India","Dum Dum, India"
"Durg","Chhattisgarh","268,800","India","Durg, India"
"Durgapur","West Bengal","566,500","India","Durgapur, India"
"Eluru","Andhra Pradesh","218,000","India","Eluru, India"
"English Bazar","West Bengal","205,500","India","English Bazar, India"
"Erode","Tamil Nadu","157,100","India","Erode, India"
"Etah","Uttar Pradesh","118,500","India","Etah, India"
"Etawah","Uttar Pradesh","256,800","India","Etawah, India"
"Faizabad","Uttar Pradesh","165,200","India","Faizabad, India"
"Faridabad","Haryana","1,414,100","India","Faridabad, India"
"Farrukhabad-cum-Fatehgarh","Uttar Pradesh","276,600","India","Farrukhabad-cum-Fatehgarh, India"
"Fatehpur","Uttar Pradesh","193,200","India","Fatehpur, India"
"Firozabad","Uttar Pradesh","604,200","India","Firozabad, India"
"Firozpur","Punjab","110,300","India","Firozpur, India"
"Gadag-Betigeri","Karnataka","172,600","India","Gadag-Betigeri, India"
"Gandhidham","Gujarat","248,000","India","Gandhidham, India"
"Gandhinagar","Gujarat","292,800","India","Gandhinagar, India"
"Ganganagar","Rajasthan","237,800","India","Ganganagar, India"
"Gangapur City","Rajasthan","119,100","India","Gangapur City, India"
"Gangawati","Karnataka","114,600","India","Gangawati, India"
"Gangtok","Sikkim","100,300","India","Gangtok, India"
"Gaya","Bihar","474,100","India","Gaya, India"
"Ghaziabad","Uttar Pradesh","1,648,600","India","Ghaziabad, India"
"Ghazipur","Uttar Pradesh","121,000","India","Ghazipur, India"
"Giridih","Jharkhand","114,500","India","Giridih, India"
"Godhra","Gujarat","143,600","India","Godhra, India"
"Gokal Pur","Delhi","121,900","India","Gokal Pur, India"
"Gonda","Uttar Pradesh","114,000","India","Gonda, India"
"Gondal","Gujarat","112,200","India","Gondal, India"
"Gondiya","Maharashtra","132,800","India","Gondiya, India"
"Gorakhpur","Uttar Pradesh","673,400","India","Gorakhpur, India"
"Mumbai","Maharashtra","12,442,400","India","Mumbai, India"
"Greater Noida","Uttar Pradesh","102,100","India","Greater Noida, India"
"Gudivada","Andhra Pradesh","118,200","India","Gudivada, India"
"Gulbarga","Karnataka","543,100","India","Gulbarga, India"
"Guna","Madhya Pradesh","180,900","India","Guna, India"
"Guntakal","Andhra Pradesh","126,300","India","Guntakal, India"
"Guntur","Andhra Pradesh","670,100","India","Guntur, India"
"Gurgaon","Haryana","886,500","India","Gurgaon, India"
"Guwahati","Assam","962,300","India","Guwahati, India"
"Gwalior","Madhya Pradesh","1,054,400","India","Gwalior, India"
"Habra","West Bengal","147,200","India","Habra, India"
"Hajipur","Bihar","147,700","India","Hajipur, India"
"Haldia","West Bengal","200,800","India","Haldia, India"
"Haldwani-cum-Kathgodam","Uttarakhand","201,500","India","Haldwani-cum-Kathgodam, India"
"Halisahar","West Bengal","124,900","India","Halisahar, India"
"Hanumangarh","Rajasthan","151,000","India","Hanumangarh, India"
"Haora","West Bengal","1,077,100","India","Haora, India"
"Hapur","Uttar Pradesh","263,000","India","Hapur, India"
"Hardoi","Uttar Pradesh","197,000","India","Hardoi, India"
"Hardwar","Uttarakhand","231,300","India","Hardwar, India"
"Hassan","Karnataka","155,000","India","Hassan, India"
"Hastsal","Delhi","176,900","India","Hastsal, India"
"Hathras","Uttar Pradesh","143,000","India","Hathras, India"
"Hazaribag","Jharkhand","142,500","India","Hazaribag, India"
