"City","Region","Population","Country","city_country"
"Kremenchuk","Poltava Oblast","217,710","Ukraine","Kremenchuk, Ukraine"
"Kropyvnytskyi","Kirovohrad Oblast","222,695","Ukraine","Kropyvnytskyi, Ukraine"
"Kryvyi Rih","Dnipropetrovsk Oblast","646,748","Ukraine","Kryvyi Rih, Ukraine"
"Kyiv","Kyiv","2,962,180","Ukraine","Kyiv, Ukraine"
"Luhansk","Luhansk Oblast","399,559","Ukraine","Luhansk, Ukraine"
"Lutsk","Volyn Oblast","217,197","Ukraine","Lutsk, Ukraine"
"Lviv","Lviv Oblast","717,486","Ukraine","Lviv, Ukraine"
"Makiivka","Donetsk Oblast","340,337","Ukraine","Makiivka, Ukraine"
"Mariupol","Donetsk Oblast","431,859","Ukraine","Mariupol, Ukraine"
"Melitopol","Zaporizhzhia Oblast","150,768","Ukraine","Melitopol, Ukraine"
"Mykolaiv","Mykolaiv Oblast","476,101","Ukraine","Mykolaiv, Ukraine"
"Nikopol","Dnipropetrovsk Oblast","107,464","Ukraine","Nikopol, Ukraine"
"Odesa","Odesa Oblast","1,015,826","Ukraine","Odesa, Ukraine"
"Pavlohrad","Dnipropetrovsk Oblast","103,073","Ukraine","Pavlohrad, Ukraine"
"Poltava","Poltava Oblast","283,402","Ukraine","Poltava, Ukraine"
"Rivne","Rivne Oblast","245,289","Ukraine","Rivne, Ukraine"
"Sevastopol","Sevastopol","509,992","Ukraine","Sevastopol, Ukraine"
"Sievierodonetsk","Luhansk Oblast","101,135","Ukraine","Sievierodonetsk, Ukraine"
"Simferopol","Autonomous Republic of Crimea","332,317","Ukraine","Simferopol, Ukraine"
"Sloviansk","Donetsk Oblast","106,972","Ukraine","Sloviansk, Ukraine"
"Sumy","Sumy Oblast","259,660","Ukraine","Sumy, Ukraine"
"Ternopil","Ternopil Oblast","225,238","Ukraine","Ternopil, Ukraine"
"Uman","Cherkasy Oblast","100,135","Ukraine","Uman, Ukraine"
"Uzhhorod","Zakarpattia Oblast","115,442","Ukraine","Uzhhorod, Ukraine"
"Vinnytsia","Vinnytsia Oblast","370,601","Ukraine","Vinnytsia, Ukraine"
"Yevpatoria","Autonomous Republic of Crimea","105,719","Ukraine","Yevpatoria, Ukraine"
"Zaporizhzhia","Zaporizhzhia Oblast","722,713","Ukraine","Zaporizhzhia, Ukraine"
"Zhytomyr","Zhytomyr Oblast","263,507","Ukraine","Zhytomyr, Ukraine"
"Abu Dhabi","Abu Dhabi","1,807,000","United_Arab_Emirates","Abu Dhabi, United_Arab_Emirates"
"Ajman","Ajman","238,000","United_Arab_Emirates","Ajman, United_Arab_Emirates"
"Al Ain","Abu Dhabi","767,000","United_Arab_Emirates","Al Ain, United_Arab_Emirates"
"Dubai","Dubai","3,137,500","United_Arab_Emirates","Dubai, United_Arab_Emirates"
"Sharjah","Sharjah","1,400,000","United_Arab_Emirates","Sharjah, United_Arab_Emirates"
"Aberdeen","Scotland","196,670","United_Kingdom","Aberdeen, United_Kingdom"
"Basildon","England","185,862","United_Kingdom","Basildon, United_Kingdom"
"Belfast","Northern Ireland","340,200","United_Kingdom","Belfast, United_Kingdom"
"Birmingham","England","1,141,000","United_Kingdom","Birmingham, United_Kingdom"
"Blackburn","England","148,942","United_Kingdom","Blackburn, United_Kingdom"
"Blackpool","England","139,720","United_Kingdom","Blackpool, United_Kingdom"
"Bolton","England","285,372","United_Kingdom","Bolton, United_Kingdom"
"Bournemouth","England","183,491","United_Kingdom","Bournemouth, United_Kingdom"
"Bradford","England","537,173","United_Kingdom","Bradford, United_Kingdom"
"Brighton","England","290,395","United_Kingdom","Brighton, United_Kingdom"
"Bristol","England","463,405","United_Kingdom","Bristol, United_Kingdom"
"Cambridge","England","125,758","United_Kingdom","Cambridge, United_Kingdom"
"Cardiff","Wales","362,800","United_Kingdom","Cardiff, United_Kingdom"
"Carlisle","England","107,524","United_Kingdom","Carlisle, United_Kingdom"
"Chelmsford","England","177,079","United_Kingdom","Chelmsford, United_Kingdom"
"Cheltenham","England","117,090","United_Kingdom","Cheltenham, United_Kingdom"
"Colchester","England","192,523","United_Kingdom","Colchester, United_Kingdom"
"Coventry","England","366,785","United_Kingdom","Coventry, United_Kingdom"
"Crawley","England","112,448","United_Kingdom","Crawley, United_Kingdom"
"Darlington","England","106,566","United_Kingdom","Darlington, United_Kingdom"
"Derby","England","257,174","United_Kingdom","Derby, United_Kingdom"
"Doncaster","England","310,542","United_Kingdom","Doncaster, United_Kingdom"
"Dundee","Scotland","148,750","United_Kingdom","Dundee, United_Kingdom"
"Edinburgh","Scotland","488,000","United_Kingdom","Edinburgh, United_Kingdom"
"Exeter","England","130,428","United_Kingdom","Exeter, United_Kingdom"
"Gateshead","England","202,508","United_Kingdom","Gateshead, United_Kingdom"
"Glasgow","Scotland","621,000","United_Kingdom","Glasgow, United_Kingdom"
"Gloucester","England","129,285","United_Kingdom","Gloucester, United_Kingdom"
"High Wycombe","England","125,257","United_Kingdom","High Wycombe, United_Kingdom"
"Huddersfield","England","143,200","United_Kingdom","Huddersfield, United_Kingdom"
"Hull","England","260,645","United_Kingdom","Hull, United_Kingdom"
"Ipswich","England","137,532","United_Kingdom","Ipswich, United_Kingdom"
"Lancaster","England","138,375","United_Kingdom","Lancaster, United_Kingdom"
"Leeds","England","789,194","United_Kingdom","Leeds, United_Kingdom"
"Leicester","England","355,218","United_Kingdom","Leicester, United_Kingdom"
"Liverpool","England","494,815","United_Kingdom","Liverpool, United_Kingdom"
"London","England","8,817,000","United_Kingdom","London, United_Kingdom"
"Luton","England","214,109","United_Kingdom","Luton, United_Kingdom"
"Manchester","England","547,625","United_Kingdom","Manchester, United_Kingdom"
"Middlesbrough","England","169,955","United_Kingdom","Middlesbrough, United_Kingdom"
"Milton Keynes","England","268,607","United_Kingdom","Milton Keynes, United_Kingdom"
"Newcastle","England","300,196","United_Kingdom","Newcastle, United_Kingdom"
"Newport","Wales","153,302","United_Kingdom","Newport, United_Kingdom"
"Northampton","England","225,146","United_Kingdom","Northampton, United_Kingdom"
"Norwich","England","141,137","United_Kingdom","Norwich, United_Kingdom"
"Nottingham","England","331,069","United_Kingdom","Nottingham, United_Kingdom"
"Oldham","England","235,623","United_Kingdom","Oldham, United_Kingdom"
"Oxford","England","154,327","United_Kingdom","Oxford, United_Kingdom"
"Peterborough","England","201,041","United_Kingdom","Peterborough, United_Kingdom"
"Plymouth","England","263,100","United_Kingdom","Plymouth, United_Kingdom"
"Poole","England","151,500","United_Kingdom","Poole, United_Kingdom"
"Portsmouth","England","215,133","United_Kingdom","Portsmouth, United_Kingdom"
"Preston","England","141,818","United_Kingdom","Preston, United_Kingdom"
"Reading","England","163,203","United_Kingdom","Reading, United_Kingdom"
"Rotherham","England","264,671","United_Kingdom","Rotherham, United_Kingdom"
"Rochdale","England","220,001","United_Kingdom","Rochdale, United_Kingdom"
"Saint Albans","England","140,644","United_Kingdom","Saint Albans, United_Kingdom"
"Saint Helens","England","180,049","United_Kingdom","Saint Helens, United_Kingdom"
"Salford","England","254,408","United_Kingdom","Salford, United_Kingdom"
"Sale","England","134,022","United_Kingdom","Sale, United_Kingdom"
"Sheffield","England","582,506","United_Kingdom","Sheffield, United_Kingdom"
"Slough","England","149,112","United_Kingdom","Slough, United_Kingdom"
"Solihull","England","214,909","United_Kingdom","Solihull, United_Kingdom"
"Southampton","England","252,796","United_Kingdom","Southampton, United_Kingdom"
"Southend","England","182,463","United_Kingdom","Southend, United_Kingdom"
"Stockport","England","291,775","United_Kingdom","Stockport, United_Kingdom"
"Stoke","England","255,833","United_Kingdom","Stoke, United_Kingdom"
"Sunderland","England","277,417","United_Kingdom","Sunderland, United_Kingdom"
"Swansea","Wales","246,466","United_Kingdom","Swansea, United_Kingdom"
"Swindon","England","221,996","United_Kingdom","Swindon, United_Kingdom"
"Telford","England","177,799","United_Kingdom","Telford, United_Kingdom"
"Wakefield","England","325,837","United_Kingdom","Wakefield, United_Kingdom"
"Warrington","England","209,547","United_Kingdom","Warrington, United_Kingdom"
"Wigan","England","326,088","United_Kingdom","Wigan, United_Kingdom"
"Winchester","England","116,595","United_Kingdom","Winchester, United_Kingdom"
"Wolverhampton","England","262,008","United_Kingdom","Wolverhampton, United_Kingdom"
"Worcester","England","101,891","United_Kingdom","Worcester, United_Kingdom"
"Wrexham","Wales","134,844","United_Kingdom","Wrexham, United_Kingdom"
"York","England","209,895","United_Kingdom","York, United_Kingdom"
"New York","New York","8,804,190","United_States","New York, United_States"
"Los Angeles","California","3,898,747","United_States","Los Angeles, United_States"
"Chicago","Illinois","2,746,388","United_States","Chicago, United_States"
"Houston","Texas","2,304,580","United_States","Houston, United_States"
"Phoenix","Arizona","1,608,139","United_States","Phoenix, United_States"
"Philadelphia","Pennsylvania","1,603,797","United_States","Philadelphia, United_States"
"San Antonio","Texas","1,434,625","United_States","San Antonio, United_States"
"San Diego","California","1,386,932","United_States","San Diego, United_States"
"Dallas","Texas","1,304,379","United_States","Dallas, United_States"
"San Jose","California","1,013,240","United_States","San Jose, United_States"
"Austin","Texas","961,855","United_States","Austin, United_States"
"Jacksonville","Florida","949,611","United_States","Jacksonville, United_States"
"Fort Worth","Texas","918,915","United_States","Fort Worth, United_States"
"Columbus","Ohio","905,748","United_States","Columbus, United_States"
"Indianapolis","Indiana","887,642","United_States","Indianapolis, United_States"
"Charlotte","North Carolina","874,579","United_States","Charlotte, United_States"
"San Francisco","California","873,965","United_States","San Francisco, United_States"
"Seattle","Washington","737,015","United_States","Seattle, United_States"
"Denver","Colorado","715,522","United_States","Denver, United_States"
"Washington","District of Columbia","689,545","United_States","Washington, United_States"
"Nashville","Tennessee","689,447","United_States","Nashville, United_States"
"Oklahoma City","Oklahoma","681,054","United_States","Oklahoma City, United_States"
"El Paso","Texas","678,815","United_States","El Paso, United_States"
"Boston","Massachusetts","675,647","United_States","Boston, United_States"
"Portland","Oregon","652,503","United_States","Portland, United_States"
"Las Vegas","Nevada","641,903","United_States","Las Vegas, United_States"
"Detroit","Michigan","639,111","United_States","Detroit, United_States"
"Memphis","Tennessee","633,104","United_States","Memphis, United_States"
"Louisville","Kentucky","633,045","United_States","Louisville, United_States"
"Baltimore","Maryland","585,708","United_States","Baltimore, United_States"
"Milwaukee","Wisconsin","577,222","United_States","Milwaukee, United_States"
"Albuquerque","New Mexico","564,559","United_States","Albuquerque, United_States"
"Tucson","Arizona","542,629","United_States","Tucson, United_States"
"Fresno","California","542,107","United_States","Fresno, United_States"
"Sacramento","California","524,943","United_States","Sacramento, United_States"
"Kansas City","Missouri","508,090","United_States","Kansas City, United_States"
"Mesa","Arizona","504,258","United_States","Mesa, United_States"
"Atlanta","Georgia","498,715","United_States","Atlanta, United_States"
"Omaha","Nebraska","486,051","United_States","Omaha, United_States"
"Colorado Springs","Colorado","478,961","United_States","Colorado Springs, United_States"
"Raleigh","North Carolina","467,665","United_States","Raleigh, United_States"
"Long Beach","California","466,742","United_States","Long Beach, United_States"
"Virginia Beach","Virginia","459,470","United_States","Virginia Beach, United_States"
"Miami","Florida","442,241","United_States","Miami, United_States"
"Oakland","California","440,646","United_States","Oakland, United_States"
"Minneapolis","Minnesota","429,954","United_States","Minneapolis, United_States"
"Tulsa","Oklahoma","413,066","United_States","Tulsa, United_States"
"Bakersfield","California","403,455","United_States","Bakersfield, United_States"
"Wichita","Kansas","397,532","United_States","Wichita, United_States"
"Arlington","Texas","394,266","United_States","Arlington, United_States"
"Aurora","Colorado","386,261","United_States","Aurora, United_States"
"Tampa","Florida","384,959","United_States","Tampa, United_States"
"New Orleans","Louisiana","383,997","United_States","New Orleans, United_States"
"Cleveland","Ohio","372,624","United_States","Cleveland, United_States"
"Honolulu","Hawaii","350,964","United_States","Honolulu, United_States"
"Anaheim","California","346,824","United_States","Anaheim, United_States"
"San Juan","Puerto Rico","342,259","United_States","San Juan, United_States"
"Lexington","Kentucky","322,570","United_States","Lexington, United_States"
"Stockton","California","320,804","United_States","Stockton, United_States"
"Corpus Christi","Texas","317,863","United_States","Corpus Christi, United_States"
"Henderson","Nevada","317,610","United_States","Henderson, United_States"
"Riverside","California","314,998","United_States","Riverside, United_States"
"Newark","New Jersey","311,549","United_States","Newark, United_States"
"Saint Paul","Minnesota","311,527","United_States","Saint Paul, United_States"
"Santa Ana","California","310,227","United_States","Santa Ana, United_States"
"Cincinnati","Ohio","309,317","United_States","Cincinnati, United_States"
"Irvine","California","307,670","United_States","Irvine, United_States"
"Orlando","Florida","307,573","United_States","Orlando, United_States"
"Pittsburgh","Pennsylvania","302,971","United_States","Pittsburgh, United_States"
"St. Louis","Missouri","301,578","United_States","St. Louis, United_States"
"Greensboro","North Carolina","299,035","United_States","Greensboro, United_States"
"Jersey City","New Jersey","292,449","United_States","Jersey City, United_States"
"Anchorage","Alaska","291,247","United_States","Anchorage, United_States"
"Lincoln","Nebraska","291,082","United_States","Lincoln, United_States"
"Plano","Texas","285,494","United_States","Plano, United_States"
"Durham","North Carolina","283,506","United_States","Durham, United_States"
"Buffalo","New York","278,349","United_States","Buffalo, United_States"
"Chandler","Arizona","275,987","United_States","Chandler, United_States"
"Chula Vista","California","275,487","United_States","Chula Vista, United_States"
"Toledo","Ohio","270,871","United_States","Toledo, United_States"
"Madison","Wisconsin","269,840","United_States","Madison, United_States"
"Gilbert","Arizona","267,918","United_States","Gilbert, United_States"
"Reno","Nevada","264,165","United_States","Reno, United_States"
"Fort Wayne","Indiana","263,886","United_States","Fort Wayne, United_States"
"North Las Vegas","Nevada","262,527","United_States","North Las Vegas, United_States"
"St. Petersburg","Florida","258,308","United_States","St. Petersburg, United_States"
"Lubbock","Texas","257,141","United_States","Lubbock, United_States"
"Irving","Texas","256,684","United_States","Irving, United_States"
"Laredo","Texas","255,205","United_States","Laredo, United_States"
"Winston-Salem","North Carolina","249,545","United_States","Winston-Salem, United_States"
"Chesapeake","Virginia","249,422","United_States","Chesapeake, United_States"
"Glendale","Arizona","248,325","United_States","Glendale, United_States"
"Garland","Texas","246,018","United_States","Garland, United_States"
"Scottsdale","Arizona","241,361","United_States","Scottsdale, United_States"
"Norfolk","Virginia","238,005","United_States","Norfolk, United_States"
"Boise","Idaho","235,684","United_States","Boise, United_States"
"Fremont","California","230,504","United_States","Fremont, United_States"
"Spokane","Washington","228,989","United_States","Spokane, United_States"
"Santa Clarita","California","228,673","United_States","Santa Clarita, United_States"
"Baton Rouge","Louisiana","227,470","United_States","Baton Rouge, United_States"
"Richmond","Virginia","226,610","United_States","Richmond, United_States"
"Hialeah","Florida","223,109","United_States","Hialeah, United_States"
"San Bernardino","California","222,101","United_States","San Bernardino, United_States"
"Tacoma","Washington","219,346","United_States","Tacoma, United_States"
"Modesto","California","218,464","United_States","Modesto, United_States"
"Huntsville","Alabama","215,006","United_States","Huntsville, United_States"
"Des Moines","Iowa","214,133","United_States","Des Moines, United_States"
"Yonkers","New York","211,569","United_States","Yonkers, United_States"
"Rochester","New York","211,328","United_States","Rochester, United_States"
"Moreno Valley","California","208,634","United_States","Moreno Valley, United_States"
"Fayetteville","North Carolina","208,501","United_States","Fayetteville, United_States"
"Fontana","California","208,393","United_States","Fontana, United_States"
"Columbus","Georgia","206,922","United_States","Columbus, United_States"
"Worcester","Massachusetts","206,518","United_States","Worcester, United_States"
"Port St. Lucie","Florida","204,851","United_States","Port St. Lucie, United_States"
"Little Rock","Arkansas","202,591","United_States","Little Rock, United_States"
"Augusta","Georgia","202,081","United_States","Augusta, United_States"
"Oxnard","California","202,063","United_States","Oxnard, United_States"
"Birmingham","Alabama","200,733","United_States","Birmingham, United_States"
"Montgomery","Alabama","200,603","United_States","Montgomery, United_States"
"Frisco","Texas","200,509","United_States","Frisco, United_States"
"Amarillo","Texas","200,393","United_States","Amarillo, United_States"
"Salt Lake City","Utah","199,723","United_States","Salt Lake City, United_States"
"Grand Rapids","Michigan","198,917","United_States","Grand Rapids, United_States"
"Huntington Beach","California","198,711","United_States","Huntington Beach, United_States"
"Overland Park","Kansas","197,238","United_States","Overland Park, United_States"
"Glendale","California","196,543","United_States","Glendale, United_States"
"Tallahassee","Florida","196,169","United_States","Tallahassee, United_States"
"Grand Prairie","Texas","196,100","United_States","Grand Prairie, United_States"
"McKinney","Texas","195,308","United_States","McKinney, United_States"
"Cape Coral","Florida","194,016","United_States","Cape Coral, United_States"
"Sioux Falls","South Dakota","192,517","United_States","Sioux Falls, United_States"
"Peoria","Arizona","190,985","United_States","Peoria, United_States"
"Providence","Rhode Island","190,934","United_States","Providence, United_States"
"Vancouver","Washington","190,915","United_States","Vancouver, United_States"
"Knoxville","Tennessee","190,740","United_States","Knoxville, United_States"
"Akron","Ohio","190,469","United_States","Akron, United_States"
"Shreveport","Louisiana","187,593","United_States","Shreveport, United_States"
"Mobile","Alabama","187,041","United_States","Mobile, United_States"
"Brownsville","Texas","186,738","United_States","Brownsville, United_States"
"Newport News","Virginia","186,247","United_States","Newport News, United_States"
"Bayamón","Puerto Rico","185,187","United_States","Bayamón, United_States"
"Fort Lauderdale","Florida","182,760","United_States","Fort Lauderdale, United_States"
"Chattanooga","Tennessee","181,099","United_States","Chattanooga, United_States"
"Tempe","Arizona","180,587","United_States","Tempe, United_States"
"Aurora","Illinois","180,542","United_States","Aurora, United_States"
"Santa Rosa","California","178,127","United_States","Santa Rosa, United_States"
"Eugene","Oregon","176,654","United_States","Eugene, United_States"
"Elk Grove","California","176,124","United_States","Elk Grove, United_States"
"Salem","Oregon","175,535","United_States","Salem, United_States"
"Ontario","California","175,265","United_States","Ontario, United_States"
"Cary","North Carolina","174,721","United_States","Cary, United_States"
"Rancho Cucamonga","California","174,453","United_States","Rancho Cucamonga, United_States"
"Oceanside","California","174,068","United_States","Oceanside, United_States"
"Lancaster","California","173,516","United_States","Lancaster, United_States"
"Garden Grove","California","171,949","United_States","Garden Grove, United_States"
